country,date,year_month,export_value,import_value,trade_balance
가나,2024-01-01,2024-01,15413,864,14548
가나,2024-02-01,2024-02,17445,1691,15754
가나,2024-03-01,2024-03,12351,2894,9457
가나,2024-04-01,2024-04,16306,3459,12846
가나,2024-05-01,2024-05,13404,5249,8154
가나,2024-06-01,2024-06,13143,3075,10067
가나,2024-07-01,2024-07,12673,5032,7641
가나,2024-08-01,2024-08,13755,11206,2549
가나,2024-09-01,2024-09,13132,4043,9089
가나,2024-10-01,2024-10,18882,5324,13558
가나,2024-11-01,2024-11,18999,5967,13032
가나,2024-12-01,2024-12,23582,6676,16906
가나,2025-01-01,2025-01,17113,6487,10626
가나,2025-02-01,2025-02,30086,14214,15873
가나,2025-03-01,2025-03,23199,10004,13195
가나,2025-04-01,2025-04,28315,17837,10478
가나,2025-05-01,2025-05,13751,10619,3132
가나,2025-06-01,2025-06,17430,11894,5535
가나,2025-07-01,2025-07,24078,11402,12675
가나,2025-08-01,2025-08,19808,5119,14689
가나,2025-09-01,2025-09,31014,4015,26999
가나,2025-10-01,2025-10,21044,5195,15849
가나,2025-11-01,2025-11,17147,3959,13188
가나,2025-12-01,2025-12,31124,3882,27242
가나,2026-01-01,2026-01,20492,4658,15834
가나,2026-02-01,2026-02,23267,4541,18726
가나,2026-03-01,2026-03,20311,7570,12740
가나,2026-04-01,2026-04,24274,4330,19944
가나,2026-05-01,2026-05,22868,11078,11790
가나,2026-06-01,2026-06,33533,6902,26631
가나,2026-07-01,2026-07,32236,3423,28813
가봉,2024-01-01,2024-01,1712,94,1618
가봉,2024-02-01,2024-02,1265,10,1255
가봉,2024-03-01,2024-03,2340,2240,100
가봉,2024-04-01,2024-04,1912,2513,-600
가봉,2024-05-01,2024-05,1597,200,1396
가봉,2024-06-01,2024-06,1111,1858,-748
가봉,2024-07-01,2024-07,1202,87,1115
가봉,2024-08-01,2024-08,1734,9000,-7266
가봉,2024-09-01,2024-09,1571,60,1510
가봉,2024-10-01,2024-10,2158,4452,-2295
가봉,2024-11-01,2024-11,2443,3050,-607
가봉,2024-12-01,2024-12,2184,0,2184
가봉,2025-01-01,2025-01,1382,79,1303
가봉,2025-02-01,2025-02,1229,6434,-5205
가봉,2025-03-01,2025-03,1951,173,1778
가봉,2025-04-01,2025-04,1774,468,1306
가봉,2025-05-01,2025-05,1602,70122,-68520
가봉,2025-06-01,2025-06,1374,5495,-4122
가봉,2025-07-01,2025-07,2715,3030,-316
가봉,2025-08-01,2025-08,2105,33,2073
가봉,2025-09-01,2025-09,2054,125,1929
가봉,2025-10-01,2025-10,2138,2467,-329
가봉,2025-11-01,2025-11,1487,439,1048
가봉,2025-12-01,2025-12,1662,167,1495
가봉,2026-01-01,2026-01,1515,360,1155
가봉,2026-02-01,2026-02,1364,4222,-2858
가봉,2026-03-01,2026-03,1892,159,1732
가봉,2026-04-01,2026-04,1595,89,1507
가봉,2026-05-01,2026-05,1477,254164,-252687
가봉,2026-06-01,2026-06,2113,2963,-850
가봉,2026-07-01,2026-07,1713,124458,-122745
가이아나,2024-01-01,2024-01,2054,0,2054
가이아나,2024-02-01,2024-02,2397,4,2393
가이아나,2024-03-01,2024-03,3708,43,3665
가이아나,2024-04-01,2024-04,1889,0,1889
가이아나,2024-05-01,2024-05,3332,0,3332
가이아나,2024-06-01,2024-06,4206,388,3819
가이아나,2024-07-01,2024-07,3819,0,3819
가이아나,2024-08-01,2024-08,3536,0,3536
가이아나,2024-09-01,2024-09,2962,0,2962
가이아나,2024-10-01,2024-10,3625,0,3625
가이아나,2024-11-01,2024-11,2160,43,2117
가이아나,2024-12-01,2024-12,2682,0,2682
가이아나,2025-01-01,2025-01,4547,49,4499
가이아나,2025-02-01,2025-02,1916,138,1778
가이아나,2025-03-01,2025-03,3422,147,3276
가이아나,2025-04-01,2025-04,3708,47,3661
가이아나,2025-05-01,2025-05,3511,2,3509
가이아나,2025-06-01,2025-06,3700,7,3693
가이아나,2025-07-01,2025-07,4109,533,3576
가이아나,2025-08-01,2025-08,3193,152,3041
가이아나,2025-09-01,2025-09,4202,149,4053
가이아나,2025-10-01,2025-10,2138,11,2127
가이아나,2025-11-01,2025-11,3988,64,3924
가이아나,2025-12-01,2025-12,4595,20542,-15946
가이아나,2026-01-01,2026-01,3786,166,3620
가이아나,2026-02-01,2026-02,3370,259,3111
가이아나,2026-03-01,2026-03,4191,841,3350
가이아나,2026-04-01,2026-04,4114,693,3420
가이아나,2026-05-01,2026-05,5715,46,5669
가이아나,2026-06-01,2026-06,3051,2,3048
가이아나,2026-07-01,2026-07,3726,744,2982
감비아,2024-01-01,2024-01,460,679,-219
감비아,2024-02-01,2024-02,218,386,-168
감비아,2024-03-01,2024-03,407,1358,-951
감비아,2024-04-01,2024-04,250,678,-428
감비아,2024-05-01,2024-05,224,656,-432
감비아,2024-06-01,2024-06,496,550,-54
감비아,2024-07-01,2024-07,113,936,-823
감비아,2024-08-01,2024-08,261,405,-144
감비아,2024-09-01,2024-09,302,715,-412
감비아,2024-10-01,2024-10,480,436,45
감비아,2024-11-01,2024-11,269,457,-188
감비아,2024-12-01,2024-12,216,456,-240
감비아,2025-01-01,2025-01,257,877,-619
감비아,2025-02-01,2025-02,445,714,-269
감비아,2025-03-01,2025-03,170,360,-190
감비아,2025-04-01,2025-04,182,924,-743
감비아,2025-05-01,2025-05,231,1627,-1397
감비아,2025-06-01,2025-06,191,917,-726
감비아,2025-07-01,2025-07,311,734,-423
감비아,2025-08-01,2025-08,305,1080,-775
감비아,2025-09-01,2025-09,597,299,298
감비아,2025-10-01,2025-10,285,199,86
감비아,2025-11-01,2025-11,804,434,370
감비아,2025-12-01,2025-12,536,1094,-558
감비아,2026-01-01,2026-01,338,1293,-954
감비아,2026-02-01,2026-02,334,994,-660
감비아,2026-03-01,2026-03,553,1048,-494
감비아,2026-04-01,2026-04,390,3052,-2662
감비아,2026-05-01,2026-05,736,1330,-594
감비아,2026-06-01,2026-06,536,1001,-466
감비아,2026-07-01,2026-07,674,1670,-996
건지,2024-01-01,2024-01,7,2,5
건지,2024-02-01,2024-02,2,2,0
건지,2024-03-01,2024-03,7,9,-2
건지,2024-04-01,2024-04,0,0,0
건지,2024-05-01,2024-05,0,5,-5
건지,2024-06-01,2024-06,0,3,-3
건지,2024-07-01,2024-07,5,2,2
건지,2024-08-01,2024-08,0,2,-2
건지,2024-09-01,2024-09,0,0,0
건지,2024-10-01,2024-10,3,0,3
건지,2024-11-01,2024-11,1,0,1
건지,2024-12-01,2024-12,1,0,0
건지,2025-01-01,2025-01,0,0,0
건지,2025-02-01,2025-02,3,1,1
건지,2025-03-01,2025-03,0,0,0
건지,2025-04-01,2025-04,1,0,1
건지,2025-05-01,2025-05,4,0,4
건지,2025-06-01,2025-06,1,2,-1
건지,2025-07-01,2025-07,1,0,1
건지,2025-08-01,2025-08,1,0,1
건지,2025-09-01,2025-09,3,0,3
건지,2025-10-01,2025-10,1,42,-41
건지,2025-11-01,2025-11,7,0,7
건지,2025-12-01,2025-12,5,6,-1
건지,2026-01-01,2026-01,1,0,1
건지,2026-02-01,2026-02,0,0,0
건지,2026-03-01,2026-03,0,0,0
건지,2026-04-01,2026-04,10,0,10
건지,2026-05-01,2026-05,1,0,0
건지,2026-06-01,2026-06,1,0,1
건지,2026-07-01,2026-07,0,0,0
과델로프,2024-01-01,2024-01,639,0,639
과델로프,2024-02-01,2024-02,415,0,415
과델로프,2024-03-01,2024-03,487,36,452
과델로프,2024-04-01,2024-04,50,0,50
과델로프,2024-05-01,2024-05,974,56,918
과델로프,2024-06-01,2024-06,546,0,546
과델로프,2024-07-01,2024-07,232,1,230
과델로프,2024-08-01,2024-08,594,0,594
과델로프,2024-09-01,2024-09,1683,0,1683
과델로프,2024-10-01,2024-10,3209,0,3209
과델로프,2024-11-01,2024-11,1083,1,1082
과델로프,2024-12-01,2024-12,1543,0,1543
과델로프,2025-01-01,2025-01,1006,0,1006
과델로프,2025-02-01,2025-02,634,0,634
과델로프,2025-03-01,2025-03,1576,0,1576
과델로프,2025-04-01,2025-04,1103,0,1103
과델로프,2025-05-01,2025-05,769,0,769
과델로프,2025-06-01,2025-06,1111,0,1111
과델로프,2025-07-01,2025-07,56,0,56
과델로프,2025-08-01,2025-08,3362,0,3362
과델로프,2025-09-01,2025-09,807,4,802
과델로프,2025-10-01,2025-10,2360,0,2360
과델로프,2025-11-01,2025-11,665,0,665
과델로프,2025-12-01,2025-12,2054,1,2053
과델로프,2026-01-01,2026-01,1045,0,1045
과델로프,2026-02-01,2026-02,873,3,870
과델로프,2026-03-01,2026-03,465,0,465
과델로프,2026-04-01,2026-04,979,0,979
과델로프,2026-05-01,2026-05,394,0,394
과델로프,2026-06-01,2026-06,797,0,797
과델로프,2026-07-01,2026-07,2091,0,2091
과테말라,2024-01-01,2024-01,27723,7521,20202
과테말라,2024-02-01,2024-02,25973,4685,21288
과테말라,2024-03-01,2024-03,35313,5840,29473
과테말라,2024-04-01,2024-04,29134,32126,-2991
과테말라,2024-05-01,2024-05,25999,8052,17947
과테말라,2024-06-01,2024-06,21435,11177,10258
과테말라,2024-07-01,2024-07,22463,9789,12674
과테말라,2024-08-01,2024-08,23070,13983,9087
과테말라,2024-09-01,2024-09,14162,10859,3304
과테말라,2024-10-01,2024-10,22133,10613,11519
과테말라,2024-11-01,2024-11,20521,9684,10837
과테말라,2024-12-01,2024-12,19540,6745,12796
과테말라,2025-01-01,2025-01,18324,7332,10992
과테말라,2025-02-01,2025-02,18940,5758,13182
과테말라,2025-03-01,2025-03,27087,7786,19301
과테말라,2025-04-01,2025-04,27477,11032,16444
과테말라,2025-05-01,2025-05,17543,15937,1605
과테말라,2025-06-01,2025-06,23793,10150,13643
과테말라,2025-07-01,2025-07,22402,8743,13659
과테말라,2025-08-01,2025-08,36883,11396,25486
과테말라,2025-09-01,2025-09,23369,8578,14791
과테말라,2025-10-01,2025-10,22692,7083,15609
과테말라,2025-11-01,2025-11,25509,4437,21072
과테말라,2025-12-01,2025-12,24732,4004,20728
과테말라,2026-01-01,2026-01,22612,5240,17373
과테말라,2026-02-01,2026-02,23837,5812,18025
과테말라,2026-03-01,2026-03,28804,6633,22171
과테말라,2026-04-01,2026-04,26398,13838,12560
과테말라,2026-05-01,2026-05,26875,9063,17812
과테말라,2026-06-01,2026-06,25456,17286,8170
과테말라,2026-07-01,2026-07,23265,9966,13299
괌,2024-01-01,2024-01,12855,574,12280
괌,2024-02-01,2024-02,21869,521,21348
괌,2024-03-01,2024-03,15944,594,15350
괌,2024-04-01,2024-04,47506,507,46998
괌,2024-05-01,2024-05,7373,623,6750
괌,2024-06-01,2024-06,39956,479,39477
괌,2024-07-01,2024-07,15627,601,15026
괌,2024-08-01,2024-08,33972,492,33480
괌,2024-09-01,2024-09,5364,589,4775
괌,2024-10-01,2024-10,34063,597,33465
괌,2024-11-01,2024-11,18115,686,17430
괌,2024-12-01,2024-12,8486,390,8095
괌,2025-01-01,2025-01,43488,480,43009
괌,2025-02-01,2025-02,7383,721,6662
괌,2025-03-01,2025-03,33005,609,32396
괌,2025-04-01,2025-04,95760,643,95117
괌,2025-05-01,2025-05,13076,363,12713
괌,2025-06-01,2025-06,70959,561,70398
괌,2025-07-01,2025-07,14470,419,14051
괌,2025-08-01,2025-08,11480,1162,10317
괌,2025-09-01,2025-09,33522,552,32969
괌,2025-10-01,2025-10,32893,602,32291
괌,2025-11-01,2025-11,38865,580,38285
괌,2025-12-01,2025-12,64292,723,63569
괌,2026-01-01,2026-01,33847,262,33585
괌,2026-02-01,2026-02,72085,416,71669
괌,2026-03-01,2026-03,54605,276,54329
괌,2026-04-01,2026-04,115903,878,115025
괌,2026-05-01,2026-05,97984,325,97659
괌,2026-06-01,2026-06,110566,1136,109430
괌,2026-07-01,2026-07,121952,428,121524
교황청,2024-01-01,2024-01,0,0,0
교황청,2024-02-01,2024-02,0,0,0
교황청,2024-03-01,2024-03,0,0,0
교황청,2024-04-01,2024-04,2,0,2
교황청,2024-05-01,2024-05,2,0,1
교황청,2024-06-01,2024-06,3,0,3
교황청,2024-07-01,2024-07,0,0,0
교황청,2024-08-01,2024-08,1,0,1
교황청,2024-09-01,2024-09,1,0,1
교황청,2024-10-01,2024-10,2,0,2
교황청,2024-11-01,2024-11,0,0,0
교황청,2024-12-01,2024-12,1,0,1
교황청,2025-01-01,2025-01,2,0,2
교황청,2025-02-01,2025-02,1,1,0
교황청,2025-03-01,2025-03,2,0,2
교황청,2025-04-01,2025-04,1,0,1
교황청,2025-05-01,2025-05,2,0,2
교황청,2025-06-01,2025-06,1,0,1
교황청,2025-07-01,2025-07,2,0,2
교황청,2025-08-01,2025-08,2,0,2
교황청,2025-09-01,2025-09,3,0,3
교황청,2025-10-01,2025-10,1,0,1
교황청,2025-11-01,2025-11,4,0,4
교황청,2025-12-01,2025-12,4,0,4
교황청,2026-01-01,2026-01,1,1,0
교황청,2026-02-01,2026-02,2,0,2
교황청,2026-03-01,2026-03,6,0,6
교황청,2026-04-01,2026-04,1,0,1
교황청,2026-05-01,2026-05,2,0,2
교황청,2026-06-01,2026-06,3,0,3
교황청,2026-07-01,2026-07,0,0,0
국제통화기금,2024-01-01,2024-01,0,0,0
국제통화기금,2024-02-01,2024-02,0,0,0
국제통화기금,2024-03-01,2024-03,0,0,0
국제통화기금,2024-04-01,2024-04,0,0,0
국제통화기금,2024-05-01,2024-05,0,0,0
국제통화기금,2024-06-01,2024-06,0,0,0
국제통화기금,2024-07-01,2024-07,0,0,0
국제통화기금,2024-08-01,2024-08,0,0,0
국제통화기금,2024-09-01,2024-09,0,0,0
국제통화기금,2024-10-01,2024-10,0,0,0
국제통화기금,2024-11-01,2024-11,0,0,0
국제통화기금,2024-12-01,2024-12,0,0,0
국제통화기금,2025-01-01,2025-01,0,0,0
국제통화기금,2025-02-01,2025-02,0,0,0
국제통화기금,2025-03-01,2025-03,0,0,0
국제통화기금,2025-04-01,2025-04,0,0,0
국제통화기금,2025-05-01,2025-05,0,0,0
국제통화기금,2025-06-01,2025-06,0,99,-99
국제통화기금,2025-07-01,2025-07,0,0,0
국제통화기금,2025-08-01,2025-08,0,0,0
국제통화기금,2025-09-01,2025-09,0,14,-14
국제통화기금,2025-10-01,2025-10,0,0,0
국제통화기금,2025-11-01,2025-11,0,0,0
국제통화기금,2025-12-01,2025-12,0,0,0
국제통화기금,2026-01-01,2026-01,69,0,69
국제통화기금,2026-02-01,2026-02,1900,21,1878
국제통화기금,2026-03-01,2026-03,2401,0,2401
국제통화기금,2026-04-01,2026-04,0,0,0
국제통화기금,2026-05-01,2026-05,0,0,0
국제통화기금,2026-06-01,2026-06,0,0,0
국제통화기금,2026-07-01,2026-07,0,0,0
그레나다,2024-01-01,2024-01,382,0,382
그레나다,2024-02-01,2024-02,518,0,518
그레나다,2024-03-01,2024-03,108,0,108
그레나다,2024-04-01,2024-04,157,22,135
그레나다,2024-05-01,2024-05,231,0,231
그레나다,2024-06-01,2024-06,922,2,920
그레나다,2024-07-01,2024-07,244,0,244
그레나다,2024-08-01,2024-08,313,0,312
그레나다,2024-09-01,2024-09,371,19,352
그레나다,2024-10-01,2024-10,336,1,335
그레나다,2024-11-01,2024-11,86,0,86
그레나다,2024-12-01,2024-12,456,0,456
그레나다,2025-01-01,2025-01,367,1,366
그레나다,2025-02-01,2025-02,2033,0,2033
그레나다,2025-03-01,2025-03,309,0,309
그레나다,2025-04-01,2025-04,83,0,83
그레나다,2025-05-01,2025-05,175,0,175
그레나다,2025-06-01,2025-06,419,0,419
그레나다,2025-07-01,2025-07,37,0,37
그레나다,2025-08-01,2025-08,171,0,171
그레나다,2025-09-01,2025-09,516,0,516
그레나다,2025-10-01,2025-10,187,0,187
그레나다,2025-11-01,2025-11,270,0,270
그레나다,2025-12-01,2025-12,854,0,854
그레나다,2026-01-01,2026-01,1325,0,1325
그레나다,2026-02-01,2026-02,1076,0,1076
그레나다,2026-03-01,2026-03,3963,0,3963
그레나다,2026-04-01,2026-04,2912,0,2912
그레나다,2026-05-01,2026-05,1602,0,1602
그레나다,2026-06-01,2026-06,771,0,771
그레나다,2026-07-01,2026-07,1030,0,1030
그리스,2024-01-01,2024-01,249217,219499,29718
그리스,2024-02-01,2024-02,41120,6528,34592
그리스,2024-03-01,2024-03,45450,165821,-120370
그리스,2024-04-01,2024-04,123959,136776,-12817
그리스,2024-05-01,2024-05,127150,171269,-44119
그리스,2024-06-01,2024-06,105432,95386,10045
그리스,2024-07-01,2024-07,28337,15406,12930
그리스,2024-08-01,2024-08,229818,24092,205725
그리스,2024-09-01,2024-09,35048,104137,-69089
그리스,2024-10-01,2024-10,103081,12503,90579
그리스,2024-11-01,2024-11,249802,13466,236335
그리스,2024-12-01,2024-12,47954,127559,-79604
그리스,2025-01-01,2025-01,27196,93660,-66464
그리스,2025-02-01,2025-02,48244,13754,34490
그리스,2025-03-01,2025-03,44564,55478,-10915
그리스,2025-04-01,2025-04,53697,30504,23194
그리스,2025-05-01,2025-05,139403,7830,131573
그리스,2025-06-01,2025-06,41743,21012,20731
그리스,2025-07-01,2025-07,44421,18444,25976
그리스,2025-08-01,2025-08,40969,6499,34470
그리스,2025-09-01,2025-09,333496,18329,315167
그리스,2025-10-01,2025-10,20070,78100,-58030
그리스,2025-11-01,2025-11,33903,70678,-36775
그리스,2025-12-01,2025-12,123457,68578,54880
그리스,2026-01-01,2026-01,359956,82167,277790
그리스,2026-02-01,2026-02,47947,43935,4012
그리스,2026-03-01,2026-03,343597,136821,206775
그리스,2026-04-01,2026-04,358425,99406,259019
그리스,2026-05-01,2026-05,41198,14468,26731
그리스,2026-06-01,2026-06,124903,90571,34332
그리스,2026-07-01,2026-07,252219,63222,188998
그린랜드,2024-01-01,2024-01,5,205,-200
그린랜드,2024-02-01,2024-02,5,119,-114
그린랜드,2024-03-01,2024-03,3,320,-318
그린랜드,2024-04-01,2024-04,4,186,-183
그린랜드,2024-05-01,2024-05,6,178,-173
그린랜드,2024-06-01,2024-06,193,404,-210
그린랜드,2024-07-01,2024-07,69,151,-81
그린랜드,2024-08-01,2024-08,4,77,-73
그린랜드,2024-09-01,2024-09,10,67,-57
그린랜드,2024-10-01,2024-10,5,211,-206
그린랜드,2024-11-01,2024-11,5,303,-298
그린랜드,2024-12-01,2024-12,1,265,-264
그린랜드,2025-01-01,2025-01,3,282,-280
그린랜드,2025-02-01,2025-02,2,50,-48
그린랜드,2025-03-01,2025-03,4,187,-182
그린랜드,2025-04-01,2025-04,12,294,-282
그린랜드,2025-05-01,2025-05,4,263,-259
그린랜드,2025-06-01,2025-06,6,221,-215
그린랜드,2025-07-01,2025-07,72,238,-166
그린랜드,2025-08-01,2025-08,14,89,-75
그린랜드,2025-09-01,2025-09,9,1,8
그린랜드,2025-10-01,2025-10,5,80,-75
그린랜드,2025-11-01,2025-11,5,1,4
그린랜드,2025-12-01,2025-12,2,588,-586
그린랜드,2026-01-01,2026-01,8,181,-173
그린랜드,2026-02-01,2026-02,5,0,4
그린랜드,2026-03-01,2026-03,6,9,-4
그린랜드,2026-04-01,2026-04,8,313,-304
그린랜드,2026-05-01,2026-05,9,0,9
그린랜드,2026-06-01,2026-06,10,113,-103
그린랜드,2026-07-01,2026-07,4,5,-1
기네비소,2024-01-01,2024-01,0,79,-79
기네비소,2024-02-01,2024-02,0,66,-66
기네비소,2024-03-01,2024-03,70,46,24
기네비소,2024-04-01,2024-04,748,113,636
기네비소,2024-05-01,2024-05,79,164,-85
기네비소,2024-06-01,2024-06,0,102,-102
기네비소,2024-07-01,2024-07,3,102,-99
기네비소,2024-08-01,2024-08,174,0,174
기네비소,2024-09-01,2024-09,51,0,51
기네비소,2024-10-01,2024-10,11,83,-73
기네비소,2024-11-01,2024-11,60,649,-589
기네비소,2024-12-01,2024-12,5,0,5
기네비소,2025-01-01,2025-01,73,149,-77
기네비소,2025-02-01,2025-02,69,127,-58
기네비소,2025-03-01,2025-03,0,0,0
기네비소,2025-04-01,2025-04,599,50,549
기네비소,2025-05-01,2025-05,6,44,-38
기네비소,2025-06-01,2025-06,123,0,123
기네비소,2025-07-01,2025-07,9,239,-230
기네비소,2025-08-01,2025-08,66,69,-3
기네비소,2025-09-01,2025-09,11,4,7
기네비소,2025-10-01,2025-10,11,0,11
기네비소,2025-11-01,2025-11,0,0,0
기네비소,2025-12-01,2025-12,0,0,0
기네비소,2026-01-01,2026-01,0,0,0
기네비소,2026-02-01,2026-02,100,0,100
기네비소,2026-03-01,2026-03,0,0,0
기네비소,2026-04-01,2026-04,12,0,12
기네비소,2026-05-01,2026-05,0,89,-89
기네비소,2026-06-01,2026-06,0,66,-66
기네비소,2026-07-01,2026-07,144,0,144
기니,2024-01-01,2024-01,1720,2987,-1267
기니,2024-02-01,2024-02,2482,3760,-1277
기니,2024-03-01,2024-03,1113,7445,-6332
기니,2024-04-01,2024-04,1668,2809,-1140
기니,2024-05-01,2024-05,1303,3845,-2542
기니,2024-06-01,2024-06,852,3112,-2260
기니,2024-07-01,2024-07,1341,2352,-1011
기니,2024-08-01,2024-08,2235,2934,-699
기니,2024-09-01,2024-09,1423,1585,-162
기니,2024-10-01,2024-10,2256,1186,1070
기니,2024-11-01,2024-11,2003,791,1212
기니,2024-12-01,2024-12,866,2167,-1302
기니,2025-01-01,2025-01,2955,3972,-1017
기니,2025-02-01,2025-02,1452,4229,-2777
기니,2025-03-01,2025-03,4046,2786,1260
기니,2025-04-01,2025-04,3532,2936,596
기니,2025-05-01,2025-05,13176,1688,11489
기니,2025-06-01,2025-06,6521,2491,4030
기니,2025-07-01,2025-07,7360,1235,6124
기니,2025-08-01,2025-08,2458,1441,1017
기니,2025-09-01,2025-09,2701,2477,225
기니,2025-10-01,2025-10,1769,702,1067
기니,2025-11-01,2025-11,3088,22,3067
기니,2025-12-01,2025-12,1780,812,968
기니,2026-01-01,2026-01,2367,4460,-2093
기니,2026-02-01,2026-02,2430,763,1667
기니,2026-03-01,2026-03,4453,4723,-270
기니,2026-04-01,2026-04,2439,3278,-839
기니,2026-05-01,2026-05,3255,1781,1473
기니,2026-06-01,2026-06,4048,1354,2694
기니,2026-07-01,2026-07,3467,3121,346
기타국,2024-01-01,2024-01,8434,24039,-15605
기타국,2024-02-01,2024-02,3359,27789,-24430
기타국,2024-03-01,2024-03,5861,44770,-38909
기타국,2024-04-01,2024-04,5546,76578,-71032
기타국,2024-05-01,2024-05,2312,45923,-43611
기타국,2024-06-01,2024-06,2654,39829,-37175
기타국,2024-07-01,2024-07,8274,72534,-64261
기타국,2024-08-01,2024-08,4994,35340,-30346
기타국,2024-09-01,2024-09,5010,31073,-26063
기타국,2024-10-01,2024-10,5799,38533,-32734
기타국,2024-11-01,2024-11,6742,6473,268
기타국,2024-12-01,2024-12,11794,6834,4960
기타국,2025-01-01,2025-01,8412,28380,-19968
기타국,2025-02-01,2025-02,5725,12761,-7037
기타국,2025-03-01,2025-03,13665,13656,9
기타국,2025-04-01,2025-04,3874,17392,-13518
기타국,2025-05-01,2025-05,7466,5820,1646
기타국,2025-06-01,2025-06,12158,4116,8042
기타국,2025-07-01,2025-07,5335,5566,-231
기타국,2025-08-01,2025-08,7287,5906,1381
기타국,2025-09-01,2025-09,35320,8037,27283
기타국,2025-10-01,2025-10,11014,6189,4825
기타국,2025-11-01,2025-11,56741,5289,51452
기타국,2025-12-01,2025-12,8687,5038,3649
기타국,2026-01-01,2026-01,13364,3709,9655
기타국,2026-02-01,2026-02,7458,4777,2681
기타국,2026-03-01,2026-03,3807,9182,-5375
기타국,2026-04-01,2026-04,4635,8987,-4352
기타국,2026-05-01,2026-05,76005,8250,67756
기타국,2026-06-01,2026-06,11462,5039,6423
기타국,2026-07-01,2026-07,7468,7167,301
나미비아,2024-01-01,2024-01,667,74,592
나미비아,2024-02-01,2024-02,842,115,727
나미비아,2024-03-01,2024-03,276,66412,-66136
나미비아,2024-04-01,2024-04,4669,11105,-6436
나미비아,2024-05-01,2024-05,566,5925,-5359
나미비아,2024-06-01,2024-06,74,6,68
나미비아,2024-07-01,2024-07,294,44567,-44274
나미비아,2024-08-01,2024-08,173,168,4
나미비아,2024-09-01,2024-09,1307,86,1221
나미비아,2024-10-01,2024-10,1265,6,1259
나미비아,2024-11-01,2024-11,83,241,-158
나미비아,2024-12-01,2024-12,236,34,201
나미비아,2025-01-01,2025-01,298,67,232
나미비아,2025-02-01,2025-02,7766,1,7765
나미비아,2025-03-01,2025-03,114,60,55
나미비아,2025-04-01,2025-04,5104,486,4619
나미비아,2025-05-01,2025-05,352,72,279
나미비아,2025-06-01,2025-06,1440,15077,-13638
나미비아,2025-07-01,2025-07,267,16309,-16042
나미비아,2025-08-01,2025-08,167,439,-271
나미비아,2025-09-01,2025-09,5948,672,5276
나미비아,2025-10-01,2025-10,718,139,579
나미비아,2025-11-01,2025-11,1378,48,1331
나미비아,2025-12-01,2025-12,245,4283,-4038
나미비아,2026-01-01,2026-01,250,62,188
나미비아,2026-02-01,2026-02,204,34521,-34316
나미비아,2026-03-01,2026-03,484,12521,-12037
나미비아,2026-04-01,2026-04,408,5942,-5534
나미비아,2026-05-01,2026-05,311,112,198
나미비아,2026-06-01,2026-06,691,11,680
나미비아,2026-07-01,2026-07,905,6063,-5158
나우루,2024-01-01,2024-01,12,0,12
나우루,2024-02-01,2024-02,37,0,37
나우루,2024-03-01,2024-03,0,1,-1
나우루,2024-04-01,2024-04,0,4770,-4770
나우루,2024-05-01,2024-05,0,0,0
나우루,2024-06-01,2024-06,105,0,105
나우루,2024-07-01,2024-07,0,16,-16
나우루,2024-08-01,2024-08,0,1,-1
나우루,2024-09-01,2024-09,0,4048,-4048
나우루,2024-10-01,2024-10,9,0,9
나우루,2024-11-01,2024-11,0,0,0
나우루,2024-12-01,2024-12,0,0,0
나우루,2025-01-01,2025-01,0,4504,-4504
나우루,2025-02-01,2025-02,11,35,-24
나우루,2025-03-01,2025-03,0,0,0
나우루,2025-04-01,2025-04,20,6047,-6027
나우루,2025-05-01,2025-05,0,0,0
나우루,2025-06-01,2025-06,0,4841,-4841
나우루,2025-07-01,2025-07,31,0,31
나우루,2025-08-01,2025-08,0,4839,-4839
나우루,2025-09-01,2025-09,0,1,-1
나우루,2025-10-01,2025-10,0,1,-1
나우루,2025-11-01,2025-11,0,0,0
나우루,2025-12-01,2025-12,6,0,6
나우루,2026-01-01,2026-01,0,1,-1
나우루,2026-02-01,2026-02,0,0,0
나우루,2026-03-01,2026-03,0,2664,-2664
나우루,2026-04-01,2026-04,0,0,0
나우루,2026-05-01,2026-05,0,1,-1
나우루,2026-06-01,2026-06,0,16,-16
나우루,2026-07-01,2026-07,8,0,8
나이지리아,2024-01-01,2024-01,65258,65162,96
나이지리아,2024-02-01,2024-02,50248,81459,-31211
나이지리아,2024-03-01,2024-03,58391,58245,146
나이지리아,2024-04-01,2024-04,54891,41477,13413
나이지리아,2024-05-01,2024-05,40694,144853,-104159
나이지리아,2024-06-01,2024-06,32615,167521,-134906
나이지리아,2024-07-01,2024-07,59047,189201,-130155
나이지리아,2024-08-01,2024-08,56724,196637,-139913
나이지리아,2024-09-01,2024-09,52671,202254,-149583
나이지리아,2024-10-01,2024-10,52206,226468,-174262
나이지리아,2024-11-01,2024-11,60049,96600,-36551
나이지리아,2024-12-01,2024-12,66136,142009,-75873
나이지리아,2025-01-01,2025-01,41086,79948,-38862
나이지리아,2025-02-01,2025-02,46713,69543,-22830
나이지리아,2025-03-01,2025-03,41624,6509,35114
나이지리아,2025-04-01,2025-04,44672,40070,4602
나이지리아,2025-05-01,2025-05,41614,47410,-5796
나이지리아,2025-06-01,2025-06,39519,38446,1073
나이지리아,2025-07-01,2025-07,44302,48207,-3905
나이지리아,2025-08-01,2025-08,47844,79857,-32013
